,company_name,average_salary,average_age,salary/age,銘柄名,市場・商品区分,33業種区分,17業種区分,かふか5分類,かふか4分類
1982,日比谷総合設備,971.0,45.1,20905.565410199557,日比谷総合設備,プライム（内国株式）,建設業,建設・資材,産業＆建設,サービス
2503,キリン,942.0,42.49,20884.066839256295,キリンホールディングス,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
6866,日置電機,980.0,46.1,20832.97180043384,日置電機,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
8593,三菱HCキャピタル,924.0,41.0,20823.80487804878,三菱ＨＣキャピタル,プライム（内国株式）,その他金融業,金融（除く銀行）,金融＆不動産,サービス
9552,M&A総研,786.0,29.7,20801.21212121212,Ｍ＆Ａ総研ホールディングス,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7718,スター精密,939.0,42.4,20795.306603773584,スター精密,プライム（内国株式）,機械,機械,産業＆建設,製造
1952,新日本空調,957.0,44.1,20767.551020408162,新日本空調,プライム（内国株式）,建設業,建設・資材,産業＆建設,サービス
1833,奥村組,936.0,42.5,20614.023529411767,奥村組,プライム（内国株式）,建設業,建設・資材,産業＆建設,サービス
3769,GMOペイメントゲートウェイ,863.0,36.3,20517.0523415978,ＧＭＯペイメントゲートウェイ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2936,ベースフード,866.0,36.6,20490.601092896173,ベースフード,グロース（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
9602,東宝,897.0,39.3,20473.51145038168,東宝,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
8078,阪和興業,884.0,38.2,20456.96335078534,阪和興業,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
6094,フリークアウトHD,853.0,35.7,20381.204481792716,フリークアウト・ホールディングス,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
6523,PHC,980.0,47.2,20347.45762711864,ＰＨＣホールディングス,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
7735,SCREEN,923.0,41.9,20332.434367541766,ＳＣＲＥＥＮホールディングス,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
6890,フェローテック,1000.0,49.3,20283.97565922921,フェローテックホールディングス,スタンダード（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
8511,日本証券金融,948.0,44.42,20231.967582170193,日本証券金融,プライム（内国株式）,その他金融業,金融（除く銀行）,金融＆不動産,サービス
8075,神鋼商事,895.0,39.7,20176.952141057933,神鋼商事,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
4425,Kudan,899.0,40.2,20104.50248756219,Ｋｕｄａｎ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2124,ジェイエイシーリクルートメント,846.0,35.6,20104.38202247191,ジェイエイシーリクルートメント,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
8059,第一実業,899.0,40.3,20054.615384615387,第一実業,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
5572,Ridge-i,840.0,35.2,20045.454545454544,Ｒｉｄｇｅ－ｉ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
8098,稲畑産業,913.0,41.6,20037.716346153844,稲畑産業,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
7011,三菱重工業,918.0,42.1,20017.197149643704,三菱重工業,プライム（内国株式）,機械,機械,産業＆建設,製造
2607,不二製油G,940.0,44.17,20004.52796015395,不二製油グループ本社,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
4005,住友化学,910.0,41.5,19954.21686746988,住友化学,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
6806,ヒロセ電機,895.0,40.2,19925.99502487562,ヒロセ電機,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
3543,コメダ,987.0,49.0,19881.0,コメダホールディングス,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
9339,コーチ・エィ,877.0,38.7,19874.134366925064,コーチ・エィ,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
4725,CAC,1005.0,50.9,19843.320235756386,ＣＡＣ　Ｈｏｌｄｉｎｇｓ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2914,日本たばこ産業,903.0,41.1,19839.63503649635,日本たばこ産業,プライム（内国株式）,食料品,食品,ヘルスケア＆消費財,製造
4792,山田コンサルティンググループ,865.0,37.8,19794.312169312172,山田コンサルティンググループ,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7337,ひろぎん,961.0,46.7,19775.61027837259,ひろぎんホールディングス,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
7203,トヨタ自動車,895.0,40.6,19729.679802955663,トヨタ自動車,プライム（内国株式）,輸送用機器,自動車・輸送機,テクノロジー＆サービス,製造
8714,池田泉州,942.0,45.0,19719.2,池田泉州ホールディングス,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
8890,レーサム,944.0,45.2,19715.398230088493,レーサム,スタンダード（内国株式）,不動産業,不動産,金融＆不動産,サービス
7381,北國フィナンシャル,926.0,43.5,19712.091954022988,北國フィナンシャルホールディングス,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
4183,三井化学,892.0,40.42,19684.90846115784,三井化学,プライム（内国株式）,化学,素材・化学,産業＆建設,製造
4507,塩野義製薬,910.0,42.1,19669.833729216152,塩野義製薬,プライム（内国株式）,医薬品,医薬品,ヘルスケア＆消費財,製造
4194,ビジョナル,867.0,38.3,19626.344647519585,ビジョナル,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2432,ディー・エヌ・エー,856.0,37.4,19591.87165775401,ディー・エヌ・エー,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
3139,ラクト・ジャパン,854.0,37.25,19578.953020134228,ラクト・ジャパン,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
9130,共栄タンカー,883.0,39.9,19541.07769423559,共栄タンカー,スタンダード（内国株式）,海運業,運輸・物流,産業＆建設,サービス
6501,日立製作所,915.0,42.9,19515.734265734267,日立製作所,プライム（内国株式）,電気機器,電機・精密,テクノロジー＆サービス,製造
4751,サイバーエージェント,806.0,33.3,19508.58858858859,サイバーエージェント,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
9219,ギックス,827.0,35.1,19485.156695156693,ギックス,グロース（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
8473,SBI,884.0,40.2,19439.2039800995,ＳＢＩホールディングス,プライム（内国株式）,証券、商品先物取引業,金融（除く銀行）,金融＆不動産,サービス
7180,九州,930.0,44.5,19435.955056179777,九州フィナンシャルグループ,プライム（内国株式）,銀行業,銀行,金融＆不動産,サービス
4886,あすか製薬,958.0,47.25,19423.57671957672,あすか製薬ホールディングス,プライム（内国株式）,医薬品,医薬品,ヘルスケア＆消費財,製造
3350,メタプラネット,918.0,43.4,19417.603686635946,メタプラネット,スタンダード（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
9621,建設技術研究所,913.0,42.93,19416.934544607502,建設技術研究所,プライム（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
4488,AI,838.0,36.2,19399.005524861877,ＡＩ　ｉｎｓｉｄｅ,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
4704,トレンドマイクロ,885.0,40.4,19386.757425742577,トレンドマイクロ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
5255,モンスターラボ,858.0,38.0,19372.736842105263,モンスターラボホールディングス,グロース（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
2193,クックパッド,823.0,35.1,19297.122507122505,クックパッド,スタンダード（内国株式）,サービス業,情報通信・サービスその他,テクノロジー＆サービス,サービス
7637,白銅,899.0,41.9,19288.806682577568,白銅,プライム（内国株式）,卸売業,商社・卸売,産業＆建設,サービス
9613,NTTデータグループ,867.0,39.0,19274.076923076922,ＮＴＴデータグループ,プライム（内国株式）,情報・通信業,情報通信・サービスその他,テクノロジー＆サービス,テクノロジー
